state_name,year,surface_water_mean,surface_water_max,surface_water_p25,surface_water_p75,rainfall_annual_mm,rainfall_stddev,rainfall_min,rainfall_max,dry_months_count,rainfall_variability_cv,wettest_month_mm,driest_month_mm
Meghalaya,2021,45.30239605355366,95,21.000000000000018,67.00000000000003,2315.802023480064,604.2155434763062,1176.6305253505707,4215.419275522232,4,90.1,459.5,2.8
Mizoram,2021,34.768395485069256,72,15,52,1931.0064125622403,408.240327400603,1212.5537660121918,2885.092097759247,5,94.3,419.7,5.7
Nagaland,2021,61.140856504971964,89,48,84.99999999999999,1788.0057679043816,303.26926969134996,1196.835288286209,2317.4666578769684,4,81.8,309.5,11.5
Orissa,2021,73.49597399232968,100,59.00000000000015,96.00000000000009,1582.9344599496362,229.58792322392458,1191.3201301693916,2683.1894862651825,5,97.7,386.2,7.5
Puducherry,2021,75.64958936253423,100,66.00000000000001,93,2310.658456909163,801.5515680287692,1242.8221700787544,3733.006502866745,3,98.6,703.2,7.1
Punjab,2021,39.48078186597076,97,14,61.999999999999986,873.1330601278867,317.63363399372696,260.3661410808563,2214.7261308431625,8,128.6,279.4,0.6
Rajasthan,2021,50.90322829671602,100,24.00000000000024,78.00000000000001,577.1503533433652,321.8401991269226,107.48971010744572,1362.0997287631035,9,140.7,188.8,0.5
Sikkim,2021,82.36272482943754,100,77.00000000000001,96,1278.114451224415,346.71885665219486,587.3736245632172,2135.135143995285,5,94.8,312.9,5.1
Tamil Nadu,2021,51.601937791957006,100,22.000000000000064,84.00000000000001,1640.0129418442802,343.34140342236213,822.2698730807409,3155.802652835846,4,102.4,525.3,10.9
Tripura,2021,50.96522204387137,94,25.000000000000004,77.99999999999999,2486.530215597115,176.37729966043753,1994.6873412132263,2935.6621322631836,4,93.3,502.9,7.0
Uttar Pradesh,2021,45.150288853506716,100,18.00000000000007,73.00000000000003,1250.165883144504,319.3915018654921,678.7170522212982,2606.9082822799683,7,115.7,331.8,0.2
Uttarakhand,2021,61.951477579941965,100,47.000000000000014,80.99999999999999,1390.4343426056503,297.7450158004937,430.98147106170654,2314.1611461639404,6,109.1,431.2,1.7
West Bengal,2021,59.75597421815906,100,32.999999999999936,87.00000000000006,2229.4724727272724,319.0668026013312,1468.1835774183273,3220.7891762256622,6,95.5,442.1,6.0
