state_name,year,surface_water_mean,surface_water_max,surface_water_p25,surface_water_p75,rainfall_annual_mm,rainfall_stddev,rainfall_min,rainfall_max,dry_months_count,rainfall_variability_cv,wettest_month_mm,driest_month_mm
Himachal Pradesh,2023,75.7946661208992,100,64,94.99999999999997,1318.0309698630444,668.7497807747898,193.86359487473965,3660.3846015930176,5,103.3,350.9,8.6
Jharkhand,2023,56.63282967495069,100,32.99999999999993,84,1108.9268063085829,194.79811181367853,712.6026694774628,1675.0813174247742,7,110.5,290.5,1.5
Karnataka,2023,65.93360699944083,100,48.000000000000206,87.99999999999997,857.4579001500554,657.8066500639935,248.2031871676445,3257.938909173012,5,107.7,286.2,0.7
Kerala,2023,78.60981693278472,100,71,96.99999999999999,2485.528693047488,498.65600577959054,879.51056432724,3539.083438396454,3,87.1,585.3,14.7
Lakshadweep,2023,97.74577362743521,100,96.99999999999997,98.99999999999997,2106.008722088452,643.2264158988376,1281.882301568985,2815.807893306017,4,95.3,489.7,3.9
Madhya Pradesh,2023,60.67324040385118,100,42.99999999999992,80.99999999999999,1041.6548222929937,226.49889970462326,608.9836176633835,2181.8016279935837,8,133.5,345.3,3.8
Maharashtra,2023,66.92305062536217,100,49.99999999999987,87.99999999999997,1063.9051202499531,482.762046548481,383.1982470750809,2914.447784423828,8,154.7,472.8,1.9
Manipur,2023,51.116024174548286,91,30.999999999999996,71.99999999999999,1504.1091095366942,245.44409511946913,1119.160166501999,2435.3443183898926,3,78.7,301.4,6.8
Meghalaya,2023,45.30239605355366,95,21.000000000000018,67.00000000000003,2559.083170308568,681.064735567037,1442.3125677108765,4887.251172780991,4,93.5,639.9,2.7
Mizoram,2023,34.768395485069256,72,15,52,2147.4347570665086,425.92967656418153,1408.3992247581482,3037.339984178543,3,81.6,425.7,5.7
Nagaland,2023,61.140856504971964,89,48,84.99999999999999,1908.6021174590242,311.43182125033974,1305.339585185051,2542.1262793540955,4,82.0,371.6,10.4
Orissa,2023,73.49597399232968,100,59.00000000000015,96.00000000000009,1376.2955565960144,138.5423145908031,835.1346596479416,1825.13307595253,6,109.3,328.7,6.7
Puducherry,2023,75.64958936253423,100,66.00000000000001,93,1786.006777315466,582.9685165424573,762.5928412675858,2712.268722295761,4,85.5,424.3,11.9
Punjab,2023,39.48078186597076,97,14,61.999999999999986,952.0216233332413,355.57608205906166,349.45560643076897,2741.1306982040405,6,116.2,341.2,4.7
Rajasthan,2023,50.90322829671602,100,24.00000000000024,78.00000000000001,600.0027515091571,238.71424351899458,135.26066899299622,1640.7353718876839,9,152.3,274.0,0.9
Sikkim,2023,82.36272482943754,100,77.00000000000001,96,1025.756731777946,300.25415144913643,460.3398551940918,1720.557977437973,6,114.7,296.1,3.8
Tamil Nadu,2023,51.601937791957006,100,22.000000000000064,84.00000000000001,1281.5589109779564,305.06041135083467,566.9637701958418,2606.3606984615326,4,70.0,243.4,11.7
Tripura,2023,50.96522204387137,94,25.000000000000004,77.99999999999999,2774.6355439535364,274.2066267651697,2046.4643170833588,3337.9567773342133,3,91.8,728.8,5.1
Uttar Pradesh,2023,45.150288853506716,100,18.00000000000007,73.00000000000003,952.5393920407264,218.95496952593967,591.3227897882462,2186.2771129608154,8,118.8,282.8,2.5
Uttarakhand,2023,61.951477579941965,100,47.000000000000014,80.99999999999999,1487.7497603822437,353.9820922468291,426.37750267982483,2787.346879005432,6,109.9,428.0,6.7
West Bengal,2023,59.75597421815906,100,32.999999999999936,87.00000000000006,1545.7756828535043,409.06618800811276,1043.9171478748322,2994.9926097393036,5,94.3,358.2,5.2
